fixed,acidity,'volatile acidity','citric acid','residual sugar',chlorides,'free sulfur dioxide','total sulfur dioxide',density,pH,sulphates,alcohol
'\'(5.88-6.92]\'','\'(0.284-0.386]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(-inf-0.0427]\'','\'(-inf-30.7]\'','\'(95.2-138.3]\'','\'(-inf-0.992297]\'','\'(2.94-3.05]\'','\'(0.392-0.478]\'','\'(12.96-13.58]\'',6
'\'(6.92-7.96]\'','\'(0.182-0.284]\'','\'(0.332-0.498]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(-inf-30.7]\'','\'(95.2-138.3]\'','\'(-inf-0.992297]\'','\'(2.94-3.05]\'','\'(0.478-0.564]\'','\'(11.1-11.72]\'',6
'\'(6.92-7.96]\'','\'(0.284-0.386]\'','\'(0.332-0.498]\'','\'(13.64-20.16]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(138.3-181.4]\'','\'(0.997484-1.002671]\'','\'(3.05-3.16]\'','\'(0.564-0.65]\'','\'(9.86-10.48]\'',5
'\'(5.88-6.92]\'','\'(0.284-0.386]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(-inf-0.0427]\'','\'(-inf-30.7]\'','\'(52.1-95.2]\'','\'(-inf-0.992297]\'','\'(3.05-3.16]\'','\'(0.306-0.392]\'','\'(12.34-12.96]\'',7
'\'(7.96-9]\'','\'(0.284-0.386]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(-inf-30.7]\'','\'(95.2-138.3]\'','\'(0.992297-0.997484]\'','\'(2.94-3.05]\'','\'(0.306-0.392]\'','\'(9.86-10.48]\'',5
'\'(7.96-9]\'','\'(0.284-0.386]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(-inf-30.7]\'','\'(95.2-138.3]\'','\'(0.992297-0.997484]\'','\'(2.94-3.05]\'','\'(0.306-0.392]\'','\'(9.86-10.48]\'',5
'\'(7.96-9]\'','\'(0.182-0.284]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(-inf-0.0427]\'','\'(30.7-59.4]\'','\'(52.1-95.2]\'','\'(0.992297-0.997484]\'','\'(-inf-2.83]\'','\'(0.306-0.392]\'','\'(9.86-10.48]\'',5
'\'(5.88-6.92]\'','\'(-inf-0.182]\'','\'(0.166-0.332]\'','\'(7.12-13.64]\'','\'(0.0427-0.0764]\'','\'(-inf-30.7]\'','\'(52.1-95.2]\'','\'(0.992297-0.997484]\'','\'(3.16-3.27]\'','\'(0.306-0.392]\'','\'(9.86-10.48]\'',6
'\'(5.88-6.92]\'','\'(0.182-0.284]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(-inf-30.7]\'','\'(95.2-138.3]\'','\'(-inf-0.992297]\'','\'(3.05-3.16]\'','\'(0.306-0.392]\'','\'(11.1-11.72]\'',5
'\'(5.88-6.92]\'','\'(0.284-0.386]\'','\'(0.332-0.498]\'','\'(13.64-20.16]\'','\'(0.0427-0.0764]\'','\'(-inf-30.7]\'','\'(138.3-181.4]\'','\'(0.997484-1.002671]\'','\'(3.16-3.27]\'','\'(0.478-0.564]\'','\'(8.62-9.24]\'',5
'\'(5.88-6.92]\'','\'(0.284-0.386]\'','\'(0.332-0.498]\'','\'(13.64-20.16]\'','\'(0.0427-0.0764]\'','\'(-inf-30.7]\'','\'(138.3-181.4]\'','\'(0.997484-1.002671]\'','\'(3.16-3.27]\'','\'(0.478-0.564]\'','\'(8.62-9.24]\'',5
'\'(5.88-6.92]\'','\'(0.182-0.284]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(-inf-0.0427]\'','\'(-inf-30.7]\'','\'(95.2-138.3]\'','\'(-inf-0.992297]\'','\'(2.94-3.05]\'','\'(0.392-0.478]\'','\'(11.72-12.34]\'',6
'\'(5.88-6.92]\'','\'(0.284-0.386]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(-inf-0.0427]\'','\'(-inf-30.7]\'','\'(95.2-138.3]\'','\'(-inf-0.992297]\'','\'(3.05-3.16]\'','\'(0.392-0.478]\'','\'(12.96-13.58]\'',6
'\'(5.88-6.92]\'','\'(0.182-0.284]\'','\'(0.166-0.332]\'','\'(7.12-13.64]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(95.2-138.3]\'','\'(0.992297-0.997484]\'','\'(3.16-3.27]\'','\'(0.564-0.65]\'','\'(11.1-11.72]\'',8
'\'(7.96-9]\'','\'(0.284-0.386]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(-inf-0.0427]\'','\'(-inf-30.7]\'','\'(52.1-95.2]\'','\'(0.992297-0.997484]\'','\'(2.94-3.05]\'','\'(0.478-0.564]\'','\'(10.48-11.1]\'',4
'\'(6.92-7.96]\'','\'(0.182-0.284]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(-inf-0.0427]\'','\'(-inf-30.7]\'','\'(52.1-95.2]\'','\'(-inf-0.992297]\'','\'(3.27-3.38]\'','\'(0.478-0.564]\'','\'(10.48-11.1]\'',6
'\'(6.92-7.96]\'','\'(0.386-0.488]\'','\'(0.166-0.332]\'','\'(13.64-20.16]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(181.4-224.5]\'','\'(0.997484-1.002671]\'','\'(3.05-3.16]\'','\'(0.478-0.564]\'','\'(9.24-9.86]\'',5
'\'(4.84-5.88]\'','\'(0.182-0.284]\'','\'(0.166-0.332]\'','\'(7.12-13.64]\'','\'(-inf-0.0427]\'','\'(-inf-30.7]\'','\'(95.2-138.3]\'','\'(0.992297-0.997484]\'','\'(3.38-3.49]\'','\'(0.564-0.65]\'','\'(9.86-10.48]\'',6
'\'(5.88-6.92]\'','\'(0.284-0.386]\'','\'(0.332-0.498]\'','\'(-inf-7.12]\'','\'(0.1775-0.2112]\'','\'(30.7-59.4]\'','\'(138.3-181.4]\'','\'(0.992297-0.997484]\'','\'(3.16-3.27]\'','\'(0.392-0.478]\'','\'(9.24-9.86]\'',5
'\'(7.96-9]\'','\'(-inf-0.182]\'','\'(0.332-0.498]\'','\'(-inf-7.12]\'','\'(-inf-0.0427]\'','\'(30.7-59.4]\'','\'(52.1-95.2]\'','\'(-inf-0.992297]\'','\'(2.83-2.94]\'','\'(0.564-0.65]\'','\'(11.72-12.34]\'',6
'\'(5.88-6.92]\'','\'(0.182-0.284]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(138.3-181.4]\'','\'(0.992297-0.997484]\'','\'(3.16-3.27]\'','\'(0.564-0.65]\'','\'(10.48-11.1]\'',6
'\'(5.88-6.92]\'','\'(0.386-0.488]\'','\'(0.332-0.498]\'','\'(7.12-13.64]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(138.3-181.4]\'','\'(0.992297-0.997484]\'','\'(3.05-3.16]\'','\'(0.478-0.564]\'','\'(9.24-9.86]\'',5
'\'(4.84-5.88]\'','\'(0.284-0.386]\'','\'(0.332-0.498]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(138.3-181.4]\'','\'(-inf-0.992297]\'','\'(3.16-3.27]\'','\'(0.392-0.478]\'','\'(9.86-10.48]\'',5
'\'(6.92-7.96]\'','\'(0.182-0.284]\'','\'(0.332-0.498]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(-inf-30.7]\'','\'(95.2-138.3]\'','\'(-inf-0.992297]\'','\'(3.16-3.27]\'','\'(0.392-0.478]\'','\'(10.48-11.1]\'',6
'\'(5.88-6.92]\'','\'(0.182-0.284]\'','\'(-inf-0.166]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(-inf-30.7]\'','\'(95.2-138.3]\'','\'(0.992297-0.997484]\'','\'(2.94-3.05]\'','\'(0.564-0.65]\'','\'(9.86-10.48]\'',6
'\'(5.88-6.92]\'','\'(0.182-0.284]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(138.3-181.4]\'','\'(0.992297-0.997484]\'','\'(3.16-3.27]\'','\'(0.564-0.65]\'','\'(10.48-11.1]\'',6
'\'(5.88-6.92]\'','\'(0.182-0.284]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(138.3-181.4]\'','\'(0.992297-0.997484]\'','\'(3.16-3.27]\'','\'(0.564-0.65]\'','\'(10.48-11.1]\'',6
'\'(5.88-6.92]\'','\'(0.284-0.386]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(-inf-0.0427]\'','\'(30.7-59.4]\'','\'(95.2-138.3]\'','\'(-inf-0.992297]\'','\'(3.27-3.38]\'','\'(0.392-0.478]\'','\'(12.34-12.96]\'',6
'\'(5.88-6.92]\'','\'(0.284-0.386]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(-inf-0.0427]\'','\'(30.7-59.4]\'','\'(138.3-181.4]\'','\'(-inf-0.992297]\'','\'(3.27-3.38]\'','\'(0.392-0.478]\'','\'(12.34-12.96]\'',7
'\'(4.84-5.88]\'','\'(-inf-0.182]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(-inf-30.7]\'','\'(95.2-138.3]\'','\'(0.992297-0.997484]\'','\'(3.27-3.38]\'','\'(0.392-0.478]\'','\'(9.24-9.86]\'',5
'\'(5.88-6.92]\'','\'(0.386-0.488]\'','\'(0.332-0.498]\'','\'(7.12-13.64]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(138.3-181.4]\'','\'(0.992297-0.997484]\'','\'(3.05-3.16]\'','\'(0.478-0.564]\'','\'(9.24-9.86]\'',5
'\'(4.84-5.88]\'','\'(0.284-0.386]\'','\'(0.332-0.498]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(138.3-181.4]\'','\'(-inf-0.992297]\'','\'(3.16-3.27]\'','\'(0.392-0.478]\'','\'(9.86-10.48]\'',5
'\'(5.88-6.92]\'','\'(0.284-0.386]\'','\'(0.166-0.332]\'','\'(13.64-20.16]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(138.3-181.4]\'','\'(0.997484-1.002671]\'','\'(3.05-3.16]\'','\'(0.478-0.564]\'','\'(8.62-9.24]\'',5
'\'(6.92-7.96]\'','\'(-inf-0.182]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(52.1-95.2]\'','\'(-inf-0.992297]\'','\'(2.83-2.94]\'','\'(0.392-0.478]\'','\'(11.1-11.72]\'',6
'\'(7.96-9]\'','\'(0.182-0.284]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(-inf-0.0427]\'','\'(30.7-59.4]\'','\'(95.2-138.3]\'','\'(-inf-0.992297]\'','\'(3.05-3.16]\'','\'(0.478-0.564]\'','\'(10.48-11.1]\'',7
'\'(5.88-6.92]\'','\'(0.284-0.386]\'','\'(0.166-0.332]\'','\'(13.64-20.16]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(138.3-181.4]\'','\'(0.997484-1.002671]\'','\'(3.05-3.16]\'','\'(0.478-0.564]\'','\'(8.62-9.24]\'',5
'\'(6.92-7.96]\'','\'(-inf-0.182]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(52.1-95.2]\'','\'(-inf-0.992297]\'','\'(2.83-2.94]\'','\'(0.392-0.478]\'','\'(11.1-11.72]\'',6
'\'(4.84-5.88]\'','\'(0.182-0.284]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(-inf-30.7]\'','\'(138.3-181.4]\'','\'(-inf-0.992297]\'','\'(3.16-3.27]\'','\'(0.392-0.478]\'','\'(9.86-10.48]\'',5
'\'(6.92-7.96]\'','\'(0.284-0.386]\'','\'(0.332-0.498]\'','\'(-inf-7.12]\'','\'(-inf-0.0427]\'','\'(-inf-30.7]\'','\'(52.1-95.2]\'','\'(-inf-0.992297]\'','\'(3.05-3.16]\'','\'(0.478-0.564]\'','\'(11.72-12.34]\'',5
'\'(4.84-5.88]\'','\'(0.182-0.284]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(95.2-138.3]\'','\'(0.992297-0.997484]\'','\'(3.16-3.27]\'','\'(0.392-0.478]\'','\'(9.24-9.86]\'',6
'\'(4.84-5.88]\'','\'(0.182-0.284]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(95.2-138.3]\'','\'(0.992297-0.997484]\'','\'(3.16-3.27]\'','\'(0.392-0.478]\'','\'(9.24-9.86]\'',6
'\'(5.88-6.92]\'','\'(0.386-0.488]\'','\'(0.166-0.332]\'','\'(7.12-13.64]\'','\'(-inf-0.0427]\'','\'(30.7-59.4]\'','\'(138.3-181.4]\'','\'(0.992297-0.997484]\'','\'(3.05-3.16]\'','\'(0.478-0.564]\'','\'(9.24-9.86]\'',6
'\'(6.92-7.96]\'','\'(0.386-0.488]\'','\'(0.332-0.498]\'','\'(7.12-13.64]\'','\'(0.0764-0.1101]\'','\'(30.7-59.4]\'','\'(138.3-181.4]\'','\'(0.997484-1.002671]\'','\'(2.83-2.94]\'','\'(0.478-0.564]\'','\'(8.62-9.24]\'',5
'\'(6.92-7.96]\'','\'(0.488-0.59]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(-inf-0.0427]\'','\'(30.7-59.4]\'','\'(95.2-138.3]\'','\'(-inf-0.992297]\'','\'(3.16-3.27]\'','\'(0.478-0.564]\'','\'(12.96-13.58]\'',7
'\'(5.88-6.92]\'','\'(0.284-0.386]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(-inf-30.7]\'','\'(95.2-138.3]\'','\'(-inf-0.992297]\'','\'(3.38-3.49]\'','\'(0.392-0.478]\'','\'(11.72-12.34]\'',7
'\'(6.92-7.96]\'','\'(0.284-0.386]\'','\'(0.332-0.498]\'','\'(7.12-13.64]\'','\'(0.0427-0.0764]\'','\'(59.4-88.1]\'','\'(138.3-181.4]\'','\'(0.997484-1.002671]\'','\'(2.94-3.05]\'','\'(0.478-0.564]\'','\'(8.62-9.24]\'',5
'\'(6.92-7.96]\'','\'(0.284-0.386]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(-inf-30.7]\'','\'(95.2-138.3]\'','\'(0.992297-0.997484]\'','\'(3.05-3.16]\'','\'(0.478-0.564]\'','\'(11.1-11.72]\'',4
'\'(4.84-5.88]\'','\'(0.182-0.284]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(95.2-138.3]\'','\'(0.992297-0.997484]\'','\'(3.16-3.27]\'','\'(0.392-0.478]\'','\'(9.24-9.86]\'',6
'\'(5.88-6.92]\'','\'(0.182-0.284]\'','\'(0.498-0.664]\'','\'(7.12-13.64]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(181.4-224.5]\'','\'(0.992297-0.997484]\'','\'(3.05-3.16]\'','\'(0.478-0.564]\'','\'(9.24-9.86]\'',4
'\'(5.88-6.92]\'','\'(0.284-0.386]\'','\'(0.498-0.664]\'','\'(7.12-13.64]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(181.4-224.5]\'','\'(0.992297-0.997484]\'','\'(3.05-3.16]\'','\'(0.478-0.564]\'','\'(9.24-9.86]\'',6
'\'(5.88-6.92]\'','\'(-inf-0.182]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(-inf-0.0427]\'','\'(30.7-59.4]\'','\'(95.2-138.3]\'','\'(-inf-0.992297]\'','\'(2.94-3.05]\'','\'(0.478-0.564]\'','\'(9.86-10.48]\'',6
'\'(5.88-6.92]\'','\'(-inf-0.182]\'','\'(0.166-0.332]\'','\'(7.12-13.64]\'','\'(-inf-0.0427]\'','\'(30.7-59.4]\'','\'(138.3-181.4]\'','\'(0.992297-0.997484]\'','\'(3.05-3.16]\'','\'(0.478-0.564]\'','\'(9.24-9.86]\'',7
'\'(5.88-6.92]\'','\'(-inf-0.182]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(-inf-0.0427]\'','\'(30.7-59.4]\'','\'(95.2-138.3]\'','\'(-inf-0.992297]\'','\'(2.94-3.05]\'','\'(0.478-0.564]\'','\'(9.86-10.48]\'',6
'\'(5.88-6.92]\'','\'(0.284-0.386]\'','\'(0.664-0.83]\'','\'(-inf-7.12]\'','\'(0.1438-0.1775]\'','\'(-inf-30.7]\'','\'(95.2-138.3]\'','\'(0.992297-0.997484]\'','\'(3.05-3.16]\'','\'(0.478-0.564]\'','\'(9.86-10.48]\'',6
'\'(5.88-6.92]\'','\'(0.182-0.284]\'','\'(0.498-0.664]\'','\'(7.12-13.64]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(181.4-224.5]\'','\'(0.992297-0.997484]\'','\'(3.05-3.16]\'','\'(0.478-0.564]\'','\'(9.24-9.86]\'',4
'\'(5.88-6.92]\'','\'(0.284-0.386]\'','\'(0.498-0.664]\'','\'(7.12-13.64]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(181.4-224.5]\'','\'(0.992297-0.997484]\'','\'(3.05-3.16]\'','\'(0.478-0.564]\'','\'(9.24-9.86]\'',6
'\'(5.88-6.92]\'','\'(0.182-0.284]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(-inf-0.0427]\'','\'(59.4-88.1]\'','\'(95.2-138.3]\'','\'(-inf-0.992297]\'','\'(3.16-3.27]\'','\'(0.736-0.822]\'','\'(11.72-12.34]\'',7
'\'(6.92-7.96]\'','\'(0.284-0.386]\'','\'(0.166-0.332]\'','\'(7.12-13.64]\'','\'(-inf-0.0427]\'','\'(30.7-59.4]\'','\'(95.2-138.3]\'','\'(-inf-0.992297]\'','\'(3.05-3.16]\'','\'(0.564-0.65]\'','\'(12.34-12.96]\'',7
'\'(5.88-6.92]\'','\'(0.182-0.284]\'','\'(0.166-0.332]\'','\'(7.12-13.64]\'','\'(-inf-0.0427]\'','\'(-inf-30.7]\'','\'(95.2-138.3]\'','\'(-inf-0.992297]\'','\'(3.05-3.16]\'','\'(0.306-0.392]\'','\'(12.96-13.58]\'',6
'\'(5.88-6.92]\'','\'(0.284-0.386]\'','\'(0.498-0.664]\'','\'(-inf-7.12]\'','\'(-inf-0.0427]\'','\'(30.7-59.4]\'','\'(181.4-224.5]\'','\'(-inf-0.992297]\'','\'(3.16-3.27]\'','\'(0.564-0.65]\'','\'(9.86-10.48]\'',7
'\'(5.88-6.92]\'','\'(0.284-0.386]\'','\'(0.498-0.664]\'','\'(-inf-7.12]\'','\'(-inf-0.0427]\'','\'(30.7-59.4]\'','\'(181.4-224.5]\'','\'(-inf-0.992297]\'','\'(3.16-3.27]\'','\'(0.564-0.65]\'','\'(9.86-10.48]\'',6
'\'(5.88-6.92]\'','\'(0.182-0.284]\'','\'(0.166-0.332]\'','\'(7.12-13.64]\'','\'(-inf-0.0427]\'','\'(30.7-59.4]\'','\'(95.2-138.3]\'','\'(0.992297-0.997484]\'','\'(3.16-3.27]\'','\'(0.392-0.478]\'','\'(10.48-11.1]\'',5
'\'(5.88-6.92]\'','\'(0.182-0.284]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(-inf-0.0427]\'','\'(59.4-88.1]\'','\'(138.3-181.4]\'','\'(0.992297-0.997484]\'','\'(2.94-3.05]\'','\'(0.736-0.822]\'','\'(10.48-11.1]\'',7
'\'(5.88-6.92]\'','\'(0.182-0.284]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(-inf-0.0427]\'','\'(59.4-88.1]\'','\'(95.2-138.3]\'','\'(-inf-0.992297]\'','\'(3.16-3.27]\'','\'(0.736-0.822]\'','\'(11.72-12.34]\'',7
'\'(4.84-5.88]\'','\'(0.182-0.284]\'','\'(0.166-0.332]\'','\'(7.12-13.64]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(95.2-138.3]\'','\'(0.992297-0.997484]\'','\'(3.16-3.27]\'','\'(0.392-0.478]\'','\'(9.86-10.48]\'',6
'\'(6.92-7.96]\'','\'(0.284-0.386]\'','\'(0.166-0.332]\'','\'(7.12-13.64]\'','\'(-inf-0.0427]\'','\'(30.7-59.4]\'','\'(95.2-138.3]\'','\'(-inf-0.992297]\'','\'(3.05-3.16]\'','\'(0.564-0.65]\'','\'(12.34-12.96]\'',7
'\'(5.88-6.92]\'','\'(-inf-0.182]\'','\'(0.166-0.332]\'','\'(7.12-13.64]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(95.2-138.3]\'','\'(0.992297-0.997484]\'','\'(3.16-3.27]\'','\'(0.306-0.392]\'','\'(9.86-10.48]\'',6
'\'(5.88-6.92]\'','\'(-inf-0.182]\'','\'(0.166-0.332]\'','\'(7.12-13.64]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(95.2-138.3]\'','\'(0.992297-0.997484]\'','\'(3.16-3.27]\'','\'(0.306-0.392]\'','\'(9.86-10.48]\'',6
'\'(6.92-7.96]\'','\'(0.182-0.284]\'','\'(0.332-0.498]\'','\'(13.64-20.16]\'','\'(0.0427-0.0764]\'','\'(59.4-88.1]\'','\'(181.4-224.5]\'','\'(0.997484-1.002671]\'','\'(3.05-3.16]\'','\'(0.65-0.736]\'','\'(9.24-9.86]\'',6
'\'(5.88-6.92]\'','\'(0.182-0.284]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(95.2-138.3]\'','\'(-inf-0.992297]\'','\'(3.27-3.38]\'','\'(0.392-0.478]\'','\'(11.1-11.72]\'',6
'\'(5.88-6.92]\'','\'(-inf-0.182]\'','\'(0.166-0.332]\'','\'(7.12-13.64]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(95.2-138.3]\'','\'(0.992297-0.997484]\'','\'(3.16-3.27]\'','\'(0.306-0.392]\'','\'(9.86-10.48]\'',6
'\'(6.92-7.96]\'','\'(0.182-0.284]\'','\'(0.332-0.498]\'','\'(13.64-20.16]\'','\'(0.0427-0.0764]\'','\'(59.4-88.1]\'','\'(181.4-224.5]\'','\'(0.997484-1.002671]\'','\'(3.05-3.16]\'','\'(0.65-0.736]\'','\'(9.24-9.86]\'',6
'\'(5.88-6.92]\'','\'(0.182-0.284]\'','\'(0.332-0.498]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(95.2-138.3]\'','\'(0.992297-0.997484]\'','\'(2.94-3.05]\'','\'(0.306-0.392]\'','\'(8.62-9.24]\'',5
'\'(5.88-6.92]\'','\'(0.182-0.284]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(-inf-0.0427]\'','\'(-inf-30.7]\'','\'(52.1-95.2]\'','\'(-inf-0.992297]\'','\'(2.83-2.94]\'','\'(0.564-0.65]\'','\'(10.48-11.1]\'',7
'\'(5.88-6.92]\'','\'(0.182-0.284]\'','\'(0.332-0.498]\'','\'(7.12-13.64]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(95.2-138.3]\'','\'(0.992297-0.997484]\'','\'(3.16-3.27]\'','\'(0.478-0.564]\'','\'(10.48-11.1]\'',7
'\'(5.88-6.92]\'','\'(0.182-0.284]\'','\'(0.332-0.498]\'','\'(7.12-13.64]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(95.2-138.3]\'','\'(0.992297-0.997484]\'','\'(3.16-3.27]\'','\'(0.478-0.564]\'','\'(10.48-11.1]\'',7
'\'(7.96-9]\'','\'(0.284-0.386]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(-inf-0.0427]\'','\'(-inf-30.7]\'','\'(95.2-138.3]\'','\'(-inf-0.992297]\'','\'(2.83-2.94]\'','\'(0.65-0.736]\'','\'(11.72-12.34]\'',5
'\'(5.88-6.92]\'','\'(0.182-0.284]\'','\'(0.332-0.498]\'','\'(7.12-13.64]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(95.2-138.3]\'','\'(0.992297-0.997484]\'','\'(3.16-3.27]\'','\'(0.478-0.564]\'','\'(10.48-11.1]\'',7
'\'(5.88-6.92]\'','\'(0.182-0.284]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(-inf-0.0427]\'','\'(30.7-59.4]\'','\'(138.3-181.4]\'','\'(-inf-0.992297]\'','\'(3.16-3.27]\'','\'(0.306-0.392]\'','\'(12.34-12.96]\'',7
'\'(5.88-6.92]\'','\'(0.182-0.284]\'','\'(0.332-0.498]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(-inf-30.7]\'','\'(95.2-138.3]\'','\'(0.992297-0.997484]\'','\'(2.94-3.05]\'','\'(0.908-0.994]\'','\'(10.48-11.1]\'',6
'\'(5.88-6.92]\'','\'(0.182-0.284]\'','\'(0.332-0.498]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(-inf-30.7]\'','\'(95.2-138.3]\'','\'(0.992297-0.997484]\'','\'(2.94-3.05]\'','\'(0.908-0.994]\'','\'(10.48-11.1]\'',6
'\'(5.88-6.92]\'','\'(0.182-0.284]\'','\'(0.332-0.498]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(-inf-30.7]\'','\'(95.2-138.3]\'','\'(0.992297-0.997484]\'','\'(2.94-3.05]\'','\'(0.908-0.994]\'','\'(10.48-11.1]\'',6
'\'(5.88-6.92]\'','\'(0.182-0.284]\'','\'(0.498-0.664]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(-inf-30.7]\'','\'(95.2-138.3]\'','\'(0.992297-0.997484]\'','\'(2.94-3.05]\'','\'(0.392-0.478]\'','\'(9.24-9.86]\'',5
'\'(5.88-6.92]\'','\'(0.182-0.284]\'','\'(0.332-0.498]\'','\'(13.64-20.16]\'','\'(0.0427-0.0764]\'','\'(-inf-30.7]\'','\'(52.1-95.2]\'','\'(0.997484-1.002671]\'','\'(3.05-3.16]\'','\'(0.392-0.478]\'','\'(8.62-9.24]\'',6
'\'(5.88-6.92]\'','\'(-inf-0.182]\'','\'(0.332-0.498]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(95.2-138.3]\'','\'(-inf-0.992297]\'','\'(3.05-3.16]\'','\'(0.65-0.736]\'','\'(10.48-11.1]\'',6
'\'(5.88-6.92]\'','\'(0.284-0.386]\'','\'(0.166-0.332]\'','\'(-inf-7.12]\'','\'(-inf-0.0427]\'','\'(30.7-59.4]\'','\'(95.2-138.3]\'','\'(-inf-0.992297]\'','\'(3.05-3.16]\'','\'(0.478-0.564]\'','\'(11.72-12.34]\'',7
'\'(5.88-6.92]\'','\'(-inf-0.182]\'','\'(0.332-0.498]\'','\'(-inf-7.12]\'','\'(0.0427-0.0764]\'','\'(30.7-59.4]\'','\'(95.2-138.3]\'','\'(-inf-0.992297]\'','\'(3.05-3.16]\'','\'(0.65-0.736]\'','\'(10.48-11.1]\'',6
