Node,'Utilised Bandwith Rate','Packet Drop Rate',Full_Bandwidth,Average_Delay_Time_Per_Sec,Percentage_Of_Lost_Pcaket_Rate,Percentage_Of_Lost_Byte_Rate,'Packet Received  Rate','of Used_Bandwidth',Lost_Bandwidth,'Packet Size_Byte',Packet_Transmitted,Packet_Received,Packet_lost,Transmitted_Byte,Received_Byte,10-Run-AVG-Drop-Rate,10-Run-AVG-Bandwith-Use,10-Run-Delay,'Node Status','Flood Status',Class
'\'(-inf-3.6]\'','\'(-inf-0.304874]\'','\'(0.699758-inf)\'','\'(280-370]\'','\'(-inf-0.000889]\'','\'(69.973301-inf)\'','\'(69.975761-inf)\'','\'(-inf-0.300242]\'','\'(-inf-111.499875]\'','\'(164.91725-230.293375]\'','\'All\'','\'(25303.2-33430.8]\'','\'(-inf-9919]\'','\'(15613.4-21463.6]\'','\'(36436608-48140352]\'','\'(-inf-101183152]\'','\'(0.518721-0.576217]\'','\'(-inf-0.275713]\'','\'(0.001305-0.001755]\'',NB,'\'(0.396717-0.453391]\'',Block
'\'(8.4-inf)\'','\'(0.720291-0.789528]\'','\'(0.222489-0.29067]\'','\'(910-inf)\'','\'(-inf-0.000889]\'','\'(22.24642-29.064546]\'','\'(22.248881-29.067006]\'','\'(0.70933-0.777511]\'','\'(699.14025-783.088875]\'','\'(230.293375-295.6695]\'','\'All\'','\'(82196.4-inf)\'','\'(62195-69663]\'','\'(21463.6-27313.8]\'','\'(118362816-inf)\'','\'(-inf-101183152]\'','\'(0.173742-0.231238]\'','\'(0.685824-0.754176]\'','\'(0.000855-0.001305]\'',B,'\'(-inf-0.056674]\'','NB-No Block'
'\'(-inf-3.6]\'','\'(-inf-0.304874]\'','\'(0.699758-inf)\'','\'(460-550]\'','\'(-inf-0.000889]\'','\'(69.973301-inf)\'','\'(69.975761-inf)\'','\'(-inf-0.300242]\'','\'(111.499875-195.4485]\'','\'(361.045625-426.42175]\'','\'All\'','\'(41558.4-49686]\'','\'(9919-17387]\'','\'(33164-39014.2]\'','\'(59844096-71547840]\'','\'(-inf-101183152]\'','\'(0.576217-inf)\'','\'(-inf-0.275713]\'','\'(0.000855-0.001305]\'',NB,'\'(0.510065-inf)\'',Block
'\'(8.4-inf)\'','\'(0.720291-0.789528]\'','\'(0.222489-0.29067]\'','\'(910-inf)\'','\'(-inf-0.000889]\'','\'(22.24642-29.064546]\'','\'(22.248881-29.067006]\'','\'(0.70933-0.777511]\'','\'(699.14025-783.088875]\'','\'(230.293375-295.6695]\'','\'All\'','\'(82196.4-inf)\'','\'(62195-69663]\'','\'(21463.6-27313.8]\'','\'(118362816-inf)\'','\'(-inf-101183152]\'','\'(0.173742-0.231238]\'','\'(0.685824-0.754176]\'','\'(0.000855-0.001305]\'',B,'\'(-inf-0.056674]\'','NB-No Block'
'\'(-inf-3.6]\'','\'(-inf-0.304874]\'','\'(0.699758-inf)\'','\'(370-460]\'','\'(0.001855-0.002338]\'','\'(69.973301-inf)\'','\'(69.975761-inf)\'','\'(-inf-0.300242]\'','\'(-inf-111.499875]\'','\'(230.293375-295.6695]\'','\'All\'','\'(33430.8-41558.4]\'','\'(-inf-9919]\'','\'(21463.6-27313.8]\'','\'(48140352-59844096]\'','\'(-inf-101183152]\'','\'(0.461224-0.518721]\'','\'(-inf-0.275713]\'','\'(0.001305-0.001755]\'',NB,'\'(0.453391-0.510065]\'',Block
'\'(8.4-inf)\'','\'(0.789528-0.858764]\'','\'(0.154307-0.222489]\'','\'(910-inf)\'','\'(-inf-0.000889]\'','\'(15.428294-22.24642]\'','\'(15.430755-22.248881]\'','\'(0.777511-0.845693]\'','\'(783.088875-inf)\'','\'(164.91725-230.293375]\'','\'All\'','\'(82196.4-inf)\'','\'(69663-inf)\'','\'(15613.4-21463.6]\'','\'(118362816-inf)\'','\'(101183152-198836864]\'','\'(0.116246-0.173742]\'','\'(0.754176-0.822528]\'','\'(0.000855-0.001305]\'',B,'\'(-inf-0.056674]\'','NB-No Block'
'\'(-inf-3.6]\'','\'(-inf-0.304874]\'','\'(0.699758-inf)\'','\'(550-640]\'','\'(-inf-0.000889]\'','\'(69.973301-inf)\'','\'(69.975761-inf)\'','\'(-inf-0.300242]\'','\'(111.499875-195.4485]\'','\'(361.045625-426.42175]\'','\'All\'','\'(49686-57813.6]\'','\'(9919-17387]\'','\'(33164-39014.2]\'','\'(71547840-83251584]\'','\'(-inf-101183152]\'','\'(0.461224-0.518721]\'','\'(-inf-0.275713]\'','\'(0.000855-0.001305]\'',NB,'\'(0.283369-0.340043]\'',NB-Wait
'\'(8.4-inf)\'','\'(0.789528-0.858764]\'','\'(0.154307-0.222489]\'','\'(910-inf)\'','\'(-inf-0.000889]\'','\'(15.428294-22.24642]\'','\'(15.430755-22.248881]\'','\'(0.777511-0.845693]\'','\'(783.088875-inf)\'','\'(164.91725-230.293375]\'','\'All\'','\'(82196.4-inf)\'','\'(69663-inf)\'','\'(15613.4-21463.6]\'','\'(118362816-inf)\'','\'(101183152-198836864]\'','\'(0.116246-0.173742]\'','\'(0.754176-0.822528]\'','\'(0.001305-0.001755]\'',B,'\'(-inf-0.056674]\'','No Block'
'\'(-inf-3.6]\'','\'(-inf-0.304874]\'','\'(0.699758-inf)\'','\'(190-280]\'','\'(0.003305-0.003788]\'','\'(69.973301-inf)\'','\'(69.975761-inf)\'','\'(-inf-0.300242]\'','\'(-inf-111.499875]\'','\'(99.541125-164.91725]\'','\'All\'','\'(17175.6-25303.2]\'','\'(-inf-9919]\'','\'(15613.4-21463.6]\'','\'(24732864-36436608]\'','\'(-inf-101183152]\'','\'(0.461224-0.518721]\'','\'(-inf-0.275713]\'','\'(0.001755-0.002205]\'',NB,'\'(0.226696-0.283369]\'','NB-No Block'
'\'(8.4-inf)\'','\'(0.858764-inf)\'','\'(-inf-0.154307]\'','\'(910-inf)\'','\'(-inf-0.000889]\'','\'(-inf-15.428294]\'','\'(-inf-15.430755]\'','\'(0.845693-inf)\'','\'(783.088875-inf)\'','\'(99.541125-164.91725]\'','\'All\'','\'(82196.4-inf)\'','\'(69663-inf)\'','\'(9763.2-15613.4]\'','\'(118362816-inf)\'','\'(101183152-198836864]\'','\'(0.116246-0.173742]\'','\'(0.822528-inf)\'','\'(-inf-0.000855]\'',B,'\'(-inf-0.056674]\'','No Block'
'\'(-inf-3.6]\'','\'(0.858764-inf)\'','\'(-inf-0.154307]\'','\'(550-640]\'','\'(-inf-0.000889]\'','\'(-inf-15.428294]\'','\'(-inf-15.430755]\'','\'(0.845693-inf)\'','\'(447.294375-531.243]\'','\'(-inf-99.541125]\'','\'All\'','\'(49686-57813.6]\'','\'(39791-47259]\'','\'(-inf-9763.2]\'','\'(71547840-83251584]\'','\'(-inf-101183152]\'','\'(-inf-0.116246]\'','\'(0.822528-inf)\'','\'(-inf-0.000855]\'',B,'\'(-inf-0.056674]\'','No Block'
'\'(8.4-inf)\'','\'(0.512583-0.581819]\'','\'(0.427032-0.495214]\'','\'(-inf-190]\'','\'(0.004754-inf)\'','\'(42.700798-49.518923]\'','\'(42.703258-49.521384]\'','\'(0.504786-0.572967]\'','\'(-inf-111.499875]\'','\'(-inf-99.541125]\'','\'All\'','\'(-inf-17175.6]\'','\'(-inf-9919]\'','\'(-inf-9763.2]\'','\'(-inf-24732864]\'','\'(-inf-101183152]\'','\'(0.288735-0.346231]\'','\'(0.480769-0.549121]\'','\'(0.004454-inf)\'','P NB','\'(0.056674-0.113348]\'','NB-No Block'
'\'(-inf-3.6]\'','\'(0.858764-inf)\'','\'(-inf-0.154307]\'','\'(460-550]\'','\'(-inf-0.000889]\'','\'(-inf-15.428294]\'','\'(-inf-15.430755]\'','\'(0.845693-inf)\'','\'(363.34575-447.294375]\'','\'(-inf-99.541125]\'','\'All\'','\'(41558.4-49686]\'','\'(32323-39791]\'','\'(-inf-9763.2]\'','\'(59844096-71547840]\'','\'(-inf-101183152]\'','\'(-inf-0.116246]\'','\'(0.754176-0.822528]\'','\'(-inf-0.000855]\'',B,'\'(-inf-0.056674]\'','No Block'
'\'(8.4-inf)\'','\'(0.512583-0.581819]\'','\'(0.427032-0.495214]\'','\'(-inf-190]\'','\'(-inf-0.000889]\'','\'(42.700798-49.518923]\'','\'(42.703258-49.521384]\'','\'(0.504786-0.572967]\'','\'(-inf-111.499875]\'','\'(-inf-99.541125]\'','\'All\'','\'(-inf-17175.6]\'','\'(-inf-9919]\'','\'(-inf-9763.2]\'','\'(-inf-24732864]\'','\'(-inf-101183152]\'','\'(0.346231-0.403728]\'','\'(0.412417-0.480769]\'','\'(-inf-0.000855]\'','P NB','\'(0.056674-0.113348]\'','NB-No Block'
'\'(-inf-3.6]\'','\'(0.789528-0.858764]\'','\'(0.154307-0.222489]\'','\'(820-910]\'','\'(-inf-0.000889]\'','\'(15.428294-22.24642]\'','\'(15.430755-22.248881]\'','\'(0.777511-0.845693]\'','\'(699.14025-783.088875]\'','\'(99.541125-164.91725]\'','\'All\'','\'(74068.8-82196.4]\'','\'(62195-69663]\'','\'(9763.2-15613.4]\'','\'(106659072-118362816]\'','\'(-inf-101183152]\'','\'(0.116246-0.173742]\'','\'(0.754176-0.822528]\'','\'(-inf-0.000855]\'',B,'\'(-inf-0.056674]\'','No Block'
'\'(8.4-inf)\'','\'(0.443347-0.512583]\'','\'(0.495214-0.563395]\'','\'(190-280]\'','\'(-inf-0.000889]\'','\'(49.518923-56.337049]\'','\'(49.521384-56.33951]\'','\'(0.436605-0.504786]\'','\'(-inf-111.499875]\'','\'(99.541125-164.91725]\'','\'All\'','\'(17175.6-25303.2]\'','\'(-inf-9919]\'','\'(-inf-9763.2]\'','\'(24732864-36436608]\'','\'(-inf-101183152]\'','\'(0.346231-0.403728]\'','\'(0.344065-0.412417]\'','\'(-inf-0.000855]\'','P NB','\'(0.056674-0.113348]\'','NB-No Block'
'\'(-inf-3.6]\'','\'(0.789528-0.858764]\'','\'(0.154307-0.222489]\'','\'(640-730]\'','\'(-inf-0.000889]\'','\'(15.428294-22.24642]\'','\'(15.430755-22.248881]\'','\'(0.777511-0.845693]\'','\'(531.243-615.191625]\'','\'(-inf-99.541125]\'','\'All\'','\'(57813.6-65941.2]\'','\'(47259-54727]\'','\'(9763.2-15613.4]\'','\'(83251584-94955328]\'','\'(-inf-101183152]\'','\'(-inf-0.116246]\'','\'(0.822528-inf)\'','\'(-inf-0.000855]\'',B,'\'(-inf-0.056674]\'','No Block'
'\'(8.4-inf)\'','\'(0.512583-0.581819]\'','\'(0.427032-0.495214]\'','\'(190-280]\'','\'(-inf-0.000889]\'','\'(42.700798-49.518923]\'','\'(42.703258-49.521384]\'','\'(0.504786-0.572967]\'','\'(-inf-111.499875]\'','\'(-inf-99.541125]\'','\'All\'','\'(17175.6-25303.2]\'','\'(-inf-9919]\'','\'(-inf-9763.2]\'','\'(24732864-36436608]\'','\'(-inf-101183152]\'','\'(0.346231-0.403728]\'','\'(0.480769-0.549121]\'','\'(-inf-0.000855]\'','P NB','\'(0.113348-0.170022]\'','NB-No Block'
'\'(8.4-inf)\'','\'(0.858764-inf)\'','\'(-inf-0.154307]\'','\'(370-460]\'','\'(-inf-0.000889]\'','\'(-inf-15.428294]\'','\'(-inf-15.430755]\'','\'(0.845693-inf)\'','\'(279.397125-363.34575]\'','\'(-inf-99.541125]\'','\'All\'','\'(33430.8-41558.4]\'','\'(24855-32323]\'','\'(-inf-9763.2]\'','\'(48140352-59844096]\'','\'(-inf-101183152]\'','\'(-inf-0.116246]\'','\'(0.822528-inf)\'','\'(-inf-0.000855]\'',B,'\'(-inf-0.056674]\'','No Block'
'\'(8.4-inf)\'','\'(-inf-0.304874]\'','\'(0.699758-inf)\'','\'(820-910]\'','\'(0.001372-0.001855]\'','\'(69.973301-inf)\'','\'(69.975761-inf)\'','\'(-inf-0.300242]\'','\'(195.4485-279.397125]\'','\'(622.550125-inf)\'','\'All\'','\'(74068.8-82196.4]\'','\'(17387-24855]\'','\'(56564.8-inf)\'','\'(106659072-118362816]\'','\'(-inf-101183152]\'','\'(0.576217-inf)\'','\'(-inf-0.275713]\'','\'(-inf-0.000855]\'',NB,'\'(0.510065-inf)\'',Block
'\'(8.4-inf)\'','\'(0.858764-inf)\'','\'(-inf-0.154307]\'','\'(460-550]\'','\'(0.000889-0.001372]\'','\'(-inf-15.428294]\'','\'(-inf-15.430755]\'','\'(0.845693-inf)\'','\'(363.34575-447.294375]\'','\'(-inf-99.541125]\'','\'All\'','\'(41558.4-49686]\'','\'(32323-39791]\'','\'(-inf-9763.2]\'','\'(59844096-71547840]\'','\'(-inf-101183152]\'','\'(-inf-0.116246]\'','\'(0.822528-inf)\'','\'(0.000855-0.001305]\'',B,'\'(-inf-0.056674]\'','No Block'
'\'(-inf-3.6]\'','\'(0.581819-0.651055]\'','\'(0.358851-0.427032]\'','\'(190-280]\'','\'(-inf-0.000889]\'','\'(35.882672-42.700798]\'','\'(35.885132-42.703258]\'','\'(0.572967-0.641149]\'','\'(111.499875-195.4485]\'','\'(-inf-99.541125]\'','\'All\'','\'(17175.6-25303.2]\'','\'(9919-17387]\'','\'(-inf-9763.2]\'','\'(24732864-36436608]\'','\'(-inf-101183152]\'','\'(0.288735-0.346231]\'','\'(0.549121-0.617472]\'','\'(-inf-0.000855]\'','P NB','\'(0.056674-0.113348]\'','NB-No Block'
'\'(8.4-inf)\'','\'(0.858764-inf)\'','\'(-inf-0.154307]\'','\'(460-550]\'','\'(0.000889-0.001372]\'','\'(-inf-15.428294]\'','\'(-inf-15.430755]\'','\'(0.845693-inf)\'','\'(363.34575-447.294375]\'','\'(-inf-99.541125]\'','\'All\'','\'(41558.4-49686]\'','\'(32323-39791]\'','\'(-inf-9763.2]\'','\'(59844096-71547840]\'','\'(-inf-101183152]\'','\'(-inf-0.116246]\'','\'(0.822528-inf)\'','\'(0.000855-0.001305]\'',B,'\'(-inf-0.056674]\'','No Block'
'\'(-inf-3.6]\'','\'(0.512583-0.581819]\'','\'(0.427032-0.495214]\'','\'(-inf-190]\'','\'(-inf-0.000889]\'','\'(42.700798-49.518923]\'','\'(42.703258-49.521384]\'','\'(0.504786-0.572967]\'','\'(-inf-111.499875]\'','\'(-inf-99.541125]\'','\'All\'','\'(-inf-17175.6]\'','\'(-inf-9919]\'','\'(-inf-9763.2]\'','\'(-inf-24732864]\'','\'(-inf-101183152]\'','\'(0.288735-0.346231]\'','\'(0.480769-0.549121]\'','\'(-inf-0.000855]\'','P NB','\'(0.056674-0.113348]\'','NB-No Block'
'\'(-inf-3.6]\'','\'(-inf-0.304874]\'','\'(0.699758-inf)\'','\'(190-280]\'','\'(0.003305-0.003788]\'','\'(69.973301-inf)\'','\'(69.975761-inf)\'','\'(-inf-0.300242]\'','\'(-inf-111.499875]\'','\'(99.541125-164.91725]\'','\'All\'','\'(17175.6-25303.2]\'','\'(-inf-9919]\'','\'(15613.4-21463.6]\'','\'(24732864-36436608]\'','\'(-inf-101183152]\'','\'(0.576217-inf)\'','\'(-inf-0.275713]\'','\'(0.003104-0.003554]\'',NB,'\'(0.453391-0.510065]\'',Block
'\'(8.4-inf)\'','\'(0.858764-inf)\'','\'(-inf-0.154307]\'','\'(910-inf)\'','\'(-inf-0.000889]\'','\'(-inf-15.428294]\'','\'(-inf-15.430755]\'','\'(0.845693-inf)\'','\'(783.088875-inf)\'','\'(99.541125-164.91725]\'','\'All\'','\'(82196.4-inf)\'','\'(69663-inf)\'','\'(9763.2-15613.4]\'','\'(118362816-inf)\'','\'(101183152-198836864]\'','\'(-inf-0.116246]\'','\'(0.822528-inf)\'','\'(-inf-0.000855]\'',B,'\'(-inf-0.056674]\'','No Block'
'\'(-inf-3.6]\'','\'(0.789528-0.858764]\'','\'(0.154307-0.222489]\'','\'(910-inf)\'','\'(0.004754-inf)\'','\'(15.428294-22.24642]\'','\'(15.430755-22.248881]\'','\'(0.777511-0.845693]\'','\'(783.088875-inf)\'','\'(164.91725-230.293375]\'','\'All\'','\'(82196.4-inf)\'','\'(69663-inf)\'','\'(15613.4-21463.6]\'','\'(118362816-inf)\'','\'(101183152-198836864]\'','\'(0.116246-0.173742]\'','\'(0.754176-0.822528]\'','\'(0.001755-0.002205]\'',B,'\'(-inf-0.056674]\'','NB-No Block'
'\'(8.4-inf)\'','\'(-inf-0.304874]\'','\'(0.699758-inf)\'','\'(-inf-190]\'','\'(0.004754-inf)\'','\'(69.973301-inf)\'','\'(69.975761-inf)\'','\'(-inf-0.300242]\'','\'(-inf-111.499875]\'','\'(-inf-99.541125]\'','\'All\'','\'(-inf-17175.6]\'','\'(-inf-9919]\'','\'(-inf-9763.2]\'','\'(-inf-24732864]\'','\'(-inf-101183152]\'','\'(0.461224-0.518721]\'','\'(-inf-0.275713]\'','\'(0.002205-0.002655]\'',NB,'\'(0.453391-0.510065]\'',Block
'\'(-inf-3.6]\'','\'(0.858764-inf)\'','\'(-inf-0.154307]\'','\'(820-910]\'','\'(-inf-0.000889]\'','\'(-inf-15.428294]\'','\'(-inf-15.430755]\'','\'(0.845693-inf)\'','\'(783.088875-inf)\'','\'(-inf-99.541125]\'','\'All\'','\'(74068.8-82196.4]\'','\'(69663-inf)\'','\'(-inf-9763.2]\'','\'(106659072-118362816]\'','\'(101183152-198836864]\'','\'(-inf-0.116246]\'','\'(0.822528-inf)\'','\'(0.001305-0.001755]\'',B,'\'(-inf-0.056674]\'','No Block'
'\'(8.4-inf)\'','\'(0.304874-0.37411]\'','\'(0.631576-0.699758]\'','\'(-inf-190]\'','\'(-inf-0.000889]\'','\'(63.155175-69.973301]\'','\'(63.157635-69.975761]\'','\'(0.300242-0.368424]\'','\'(-inf-111.499875]\'','\'(-inf-99.541125]\'','\'All\'','\'(-inf-17175.6]\'','\'(-inf-9919]\'','\'(-inf-9763.2]\'','\'(-inf-24732864]\'','\'(-inf-101183152]\'','\'(0.518721-0.576217]\'','\'(0.275713-0.344065]\'','\'(0.001755-0.002205]\'',NB,'\'(0.396717-0.453391]\'',Block
'\'(-inf-3.6]\'','\'(0.858764-inf)\'','\'(-inf-0.154307]\'','\'(730-820]\'','\'(-inf-0.000889]\'','\'(-inf-15.428294]\'','\'(-inf-15.430755]\'','\'(0.845693-inf)\'','\'(699.14025-783.088875]\'','\'(-inf-99.541125]\'','\'All\'','\'(65941.2-74068.8]\'','\'(62195-69663]\'','\'(-inf-9763.2]\'','\'(94955328-106659072]\'','\'(-inf-101183152]\'','\'(-inf-0.116246]\'','\'(0.822528-inf)\'','\'(0.001755-0.002205]\'',B,'\'(-inf-0.056674]\'','No Block'
'\'(8.4-inf)\'','\'(0.512583-0.581819]\'','\'(0.427032-0.495214]\'','\'(-inf-190]\'','\'(0.002822-0.003305]\'','\'(42.700798-49.518923]\'','\'(42.703258-49.521384]\'','\'(0.504786-0.572967]\'','\'(-inf-111.499875]\'','\'(-inf-99.541125]\'','\'All\'','\'(-inf-17175.6]\'','\'(-inf-9919]\'','\'(-inf-9763.2]\'','\'(-inf-24732864]\'','\'(-inf-101183152]\'','\'(0.403728-0.461224]\'','\'(0.412417-0.480769]\'','\'(0.002205-0.002655]\'',NB,'\'(0.283369-0.340043]\'','NB-No Block'
'\'(-inf-3.6]\'','\'(0.858764-inf)\'','\'(-inf-0.154307]\'','\'(640-730]\'','\'(-inf-0.000889]\'','\'(-inf-15.428294]\'','\'(-inf-15.430755]\'','\'(0.845693-inf)\'','\'(615.191625-699.14025]\'','\'(-inf-99.541125]\'','\'All\'','\'(57813.6-65941.2]\'','\'(54727-62195]\'','\'(-inf-9763.2]\'','\'(83251584-94955328]\'','\'(-inf-101183152]\'','\'(-inf-0.116246]\'','\'(0.822528-inf)\'','\'(0.001755-0.002205]\'',B,'\'(-inf-0.056674]\'','No Block'
'\'(8.4-inf)\'','\'(0.512583-0.581819]\'','\'(0.427032-0.495214]\'','\'(-inf-190]\'','\'(0.004271-0.004754]\'','\'(42.700798-49.518923]\'','\'(42.703258-49.521384]\'','\'(0.504786-0.572967]\'','\'(-inf-111.499875]\'','\'(-inf-99.541125]\'','\'All\'','\'(-inf-17175.6]\'','\'(-inf-9919]\'','\'(-inf-9763.2]\'','\'(-inf-24732864]\'','\'(-inf-101183152]\'','\'(0.346231-0.403728]\'','\'(0.480769-0.549121]\'','\'(0.002205-0.002655]\'','P NB','\'(0.113348-0.170022]\'','NB-No Block'
'\'(8.4-inf)\'','\'(0.858764-inf)\'','\'(-inf-0.154307]\'','\'(820-910]\'','\'(-inf-0.000889]\'','\'(-inf-15.428294]\'','\'(-inf-15.430755]\'','\'(0.845693-inf)\'','\'(783.088875-inf)\'','\'(-inf-99.541125]\'','\'All\'','\'(74068.8-82196.4]\'','\'(69663-inf)\'','\'(-inf-9763.2]\'','\'(106659072-118362816]\'','\'(101183152-198836864]\'','\'(-inf-0.116246]\'','\'(0.822528-inf)\'','\'(-inf-0.000855]\'',B,'\'(-inf-0.056674]\'','No Block'
'\'(8.4-inf)\'','\'(0.512583-0.581819]\'','\'(0.427032-0.495214]\'','\'(-inf-190]\'','\'(0.004754-inf)\'','\'(42.700798-49.518923]\'','\'(42.703258-49.521384]\'','\'(0.504786-0.572967]\'','\'(-inf-111.499875]\'','\'(-inf-99.541125]\'','\'All\'','\'(-inf-17175.6]\'','\'(-inf-9919]\'','\'(-inf-9763.2]\'','\'(-inf-24732864]\'','\'(-inf-101183152]\'','\'(0.288735-0.346231]\'','\'(0.480769-0.549121]\'','\'(0.002205-0.002655]\'','P NB','\'(0.113348-0.170022]\'','NB-No Block'
'\'(-inf-3.6]\'','\'(0.858764-inf)\'','\'(-inf-0.154307]\'','\'(460-550]\'','\'(-inf-0.000889]\'','\'(-inf-15.428294]\'','\'(-inf-15.430755]\'','\'(0.845693-inf)\'','\'(363.34575-447.294375]\'','\'(-inf-99.541125]\'','\'All\'','\'(41558.4-49686]\'','\'(32323-39791]\'','\'(-inf-9763.2]\'','\'(59844096-71547840]\'','\'(-inf-101183152]\'','\'(-inf-0.116246]\'','\'(0.822528-inf)\'','\'(0.002205-0.002655]\'',B,'\'(-inf-0.056674]\'','No Block'
'\'(8.4-inf)\'','\'(0.512583-0.581819]\'','\'(0.427032-0.495214]\'','\'(-inf-190]\'','\'(-inf-0.000889]\'','\'(42.700798-49.518923]\'','\'(42.703258-49.521384]\'','\'(0.504786-0.572967]\'','\'(-inf-111.499875]\'','\'(-inf-99.541125]\'','\'All\'','\'(-inf-17175.6]\'','\'(-inf-9919]\'','\'(-inf-9763.2]\'','\'(-inf-24732864]\'','\'(-inf-101183152]\'','\'(0.346231-0.403728]\'','\'(0.412417-0.480769]\'','\'(0.002205-0.002655]\'','P NB','\'(0.113348-0.170022]\'','NB-No Block'
'\'(-inf-3.6]\'','\'(0.789528-0.858764]\'','\'(0.154307-0.222489]\'','\'(370-460]\'','\'(-inf-0.000889]\'','\'(15.428294-22.24642]\'','\'(15.430755-22.248881]\'','\'(0.777511-0.845693]\'','\'(279.397125-363.34575]\'','\'(-inf-99.541125]\'','\'All\'','\'(33430.8-41558.4]\'','\'(24855-32323]\'','\'(-inf-9763.2]\'','\'(48140352-59844096]\'','\'(-inf-101183152]\'','\'(0.116246-0.173742]\'','\'(0.754176-0.822528]\'','\'(0.002205-0.002655]\'',B,'\'(-inf-0.056674]\'','NB-No Block'
'\'(8.4-inf)\'','\'(0.512583-0.581819]\'','\'(0.427032-0.495214]\'','\'(-inf-190]\'','\'(0.004754-inf)\'','\'(42.700798-49.518923]\'','\'(42.703258-49.521384]\'','\'(0.504786-0.572967]\'','\'(-inf-111.499875]\'','\'(-inf-99.541125]\'','\'All\'','\'(-inf-17175.6]\'','\'(-inf-9919]\'','\'(-inf-9763.2]\'','\'(-inf-24732864]\'','\'(-inf-101183152]\'','\'(0.288735-0.346231]\'','\'(0.480769-0.549121]\'','\'(0.002655-0.003104]\'','P NB','\'(0.113348-0.170022]\'',NB-Wait
'\'(-inf-3.6]\'','\'(0.858764-inf)\'','\'(-inf-0.154307]\'','\'(550-640]\'','\'(-inf-0.000889]\'','\'(-inf-15.428294]\'','\'(-inf-15.430755]\'','\'(0.845693-inf)\'','\'(447.294375-531.243]\'','\'(-inf-99.541125]\'','\'All\'','\'(49686-57813.6]\'','\'(39791-47259]\'','\'(-inf-9763.2]\'','\'(71547840-83251584]\'','\'(-inf-101183152]\'','\'(-inf-0.116246]\'','\'(0.822528-inf)\'','\'(0.001755-0.002205]\'',B,'\'(-inf-0.056674]\'','No Block'
'\'(8.4-inf)\'','\'(0.512583-0.581819]\'','\'(0.427032-0.495214]\'','\'(-inf-190]\'','\'(0.003788-0.004271]\'','\'(42.700798-49.518923]\'','\'(42.703258-49.521384]\'','\'(0.504786-0.572967]\'','\'(-inf-111.499875]\'','\'(-inf-99.541125]\'','\'All\'','\'(-inf-17175.6]\'','\'(-inf-9919]\'','\'(-inf-9763.2]\'','\'(-inf-24732864]\'','\'(-inf-101183152]\'','\'(0.346231-0.403728]\'','\'(0.412417-0.480769]\'','\'(0.002205-0.002655]\'','P NB','\'(0.056674-0.113348]\'','NB-No Block'
'\'(-inf-3.6]\'','\'(0.651055-0.720291]\'','\'(0.29067-0.358851]\'','\'(190-280]\'','\'(-inf-0.000889]\'','\'(29.064546-35.882672]\'','\'(29.067006-35.885132]\'','\'(0.641149-0.70933]\'','\'(111.499875-195.4485]\'','\'(-inf-99.541125]\'','\'All\'','\'(17175.6-25303.2]\'','\'(9919-17387]\'','\'(-inf-9763.2]\'','\'(24732864-36436608]\'','\'(-inf-101183152]\'','\'(0.231238-0.288735]\'','\'(0.617472-0.685824]\'','\'(0.001755-0.002205]\'',B,'\'(-inf-0.056674]\'','NB-No Block'
'\'(8.4-inf)\'','\'(0.512583-0.581819]\'','\'(0.427032-0.495214]\'','\'(-inf-190]\'','\'(0.004754-inf)\'','\'(42.700798-49.518923]\'','\'(42.703258-49.521384]\'','\'(0.504786-0.572967]\'','\'(-inf-111.499875]\'','\'(-inf-99.541125]\'','\'All\'','\'(-inf-17175.6]\'','\'(-inf-9919]\'','\'(-inf-9763.2]\'','\'(-inf-24732864]\'','\'(-inf-101183152]\'','\'(0.288735-0.346231]\'','\'(0.412417-0.480769]\'','\'(0.001755-0.002205]\'','P NB','\'(0.056674-0.113348]\'',NB-Wait
'\'(-inf-3.6]\'','\'(0.720291-0.789528]\'','\'(0.222489-0.29067]\'','\'(280-370]\'','\'(-inf-0.000889]\'','\'(22.24642-29.064546]\'','\'(22.248881-29.067006]\'','\'(0.70933-0.777511]\'','\'(195.4485-279.397125]\'','\'(-inf-99.541125]\'','\'All\'','\'(25303.2-33430.8]\'','\'(17387-24855]\'','\'(-inf-9763.2]\'','\'(36436608-48140352]\'','\'(-inf-101183152]\'','\'(0.173742-0.231238]\'','\'(0.754176-0.822528]\'','\'(0.002205-0.002655]\'',B,'\'(-inf-0.056674]\'','NB-No Block'
'\'(8.4-inf)\'','\'(0.512583-0.581819]\'','\'(0.495214-0.563395]\'','\'(-inf-190]\'','\'(0.000889-0.001372]\'','\'(42.700798-49.518923]\'','\'(49.521384-56.33951]\'','\'(0.436605-0.504786]\'','\'(-inf-111.499875]\'','\'(-inf-99.541125]\'','\'All\'','\'(-inf-17175.6]\'','\'(-inf-9919]\'','\'(-inf-9763.2]\'','\'(-inf-24732864]\'','\'(-inf-101183152]\'','\'(0.346231-0.403728]\'','\'(0.412417-0.480769]\'','\'(0.000855-0.001305]\'','P NB','\'(0.056674-0.113348]\'',NB-Wait
